ID	MP Name	Nature of membership	Start of Term	End of Term	Number of terms	Constituency	State	Political party	Gender	Educational qualifications	Educational qualifications - details	Age	Debates	Private Member Bills	Questions	Attendance	Notes	National Debates average	National Private Member Bills average	National Questions average	National Attendance average	State's Debates average	State's Private Member Bills average	State Questions	State's Attendance average		House
917	Bhuwan Chandra Khanduri	Elected	Sunday, May 18, 2014	In office	Fifth	Garhwal	Uttarakhand	Bharatiya Janata Party	Male	Graduate	B.Sc., B.E., M.I.E. (India), Long Defence Management Course Educated at Allahabad University, Allahabad (Uttar Pradesh), College of Military Engineering, Pune (Maharashtra)	84	12	5	104	92%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	43.6	6.3	135	90%		Lok Sabha
918	Bidyut Baran Mahato	Elected	Sunday, May 18, 2014	In office	First	Jamshedpur	Jharkhand	Bharatiya Janata Party	Male	Inter/ Higher Secondary	I. Sc.	56	97	2	896	93%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	87.5	6.6	436	86%		Lok Sabha
919	Bijoy Chandra Barman	Elected	Sunday, May 18, 2014	In office	First	Jalpaiguri	West Bengal	All India Trinamool Congress	Male	Post Graduate	M.A., B.Ed.	61	3	0	0	53%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	34.4	0.3	94	65%		Lok Sabha
920	Bijoya Chakravarty	Elected	Sunday, May 18, 2014	In office	Third	Gauhati	Assam	Bharatiya Janata Party	Female	Post Graduate	M.A. (English); Educated at Guwahati University, Guwahati, Assam and Banaras Hindu University, Varanasi (Uttar Pradesh)	79	34	0	38	69%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0.8	164	74%		Lok Sabha
921	Biren Singh Engti	Elected	Sunday, May 18, 2014	In office	Seventh	Autonomous District	Assam	Indian National Congress	Male	Post Graduate	M.A., LL.B.; Educated at Guwahati University, Assam	74	0	1	1	81%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0.8	164	74%		Lok Sabha
922	Birendra Kumar Chaudhary	Elected	Sunday, May 18, 2014	In office	First	Jhanjharpur	Bihar	Bharatiya Janata Party	Male	Post Graduate	M.A., LL.B	66	39	0	33	97%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	58.8	3.2	198	87%		Lok Sabha
923	Bishnu Pada Ray	Elected	Sunday, May 18, 2014	In office	Third	Andaman and Nicobar Islands	Andaman & Nicobar	Bharatiya Janata Party	Male	Graduate	B.Com. (Hons.); Educated at Andamohan College, Calcutta, West Bengal	68	33	0	100	88%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	33	0	100	88%		Lok Sabha
924	Bodhsingh Bhagat	Elected	Sunday, May 18, 2014	In office	First	Balaghat	Madhya Pradesh	Bharatiya Janata Party	Male	Graduate	B. Sc.	63	21	0	113	81%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	69.4	0.9	285	82%		Lok Sabha
925	Boora Narsaiah Goud	Elected	Sunday, May 18, 2014	In office	First	Bhongir	Telangana	Telangana Rashtra Samithi	Male	Professional Post Graduate	M.S.(General Surgery)	60	66	10	219	56%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	39.2	2.4	302	68%		Lok Sabha
926	Brij Bhushan Sharan Singh	Elected	Sunday, May 18, 2014	In office	Fifth	Kaiserganj	Uttar Pradesh	Bharatiya Janata Party	Male	Post Graduate	M.A., LL.B.; Educated at Saket Mahavidyalay, Avadh University, Faizabad (Uttar Pradesh)	62	6	0	22	87%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
928	C. Gopalakrishnan	Elected	Sunday, May 18, 2014	In office	First	Nilgiris	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Male	Post Graduate	M.A., M.Phil (Socio), M.Phil (ENP), L.L.B	57	36	0	632	74%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0	453	78%		Lok Sabha
929	C. L. Ruala	Elected	Sunday, May 18, 2014	In office	Second	Mizoram	Mizoram	Indian National Congress	Male	Professional Graduate	B.A., B.T.; Educated at St. Edmund`s college Shillong, Gauhati University	83	2	0	4	91%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	2	0	4	91%		Lok Sabha
930	C. Mahendran	Elected	Sunday, May 18, 2014	In office	First	Pollachi	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Male	Post Graduate	M.A.	46	42	0	450	82%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0	453	78%		Lok Sabha
931	C. R. Patil	Elected	Sunday, May 18, 2014	In office	Second	Navsari	Gujarat	Bharatiya Janata Party	Male	Certificate Course	I.T.I; Educated at Industrial Training Institute, Surat	63	6	6	294	91%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	41.1	2.6	285	84%		Lok Sabha
932	C.N. Jayadevan	Elected	Sunday, May 18, 2014	In office	First	Thrissur	Kerala	Communist Party of India	Male	Graduate	B.A.	68	69	0	398	82%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	142.5	4.7	424	77%		Lok Sabha
933	C.R. Choudhary	Elected	Sunday, May 18, 2014	In office	First	Nagaur	Rajasthan	Bharatiya Janata Party	Male	Post Graduate	M.A. (Geography)	71	133	0	322	97%	This MP was appointed a minister in Jul 2016. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till May, 2016. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	35.4	1	137	80	88.9	2.5	210	88%		Lok Sabha
934	C.S. Puttaraju	Elected	Sunday, May 18, 2014	Monday, May 21, 2018	First	Mandya	Karnataka	Janata Dal (Secular)	Male	Information not available	P.U.C.	54	1	0	580	55%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	58.2	1.8	253	80	42.7	0.3	329	79%		Lok Sabha
935	Chand Nath	Elected	Sunday, May 18, 2014	Sunday, September 17, 2017	First	Alwar	Rajasthan	Bharatiya Janata Party	Male	Graduate	B.A., (Deemed) Doctorate	62	23	0	88	47%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	54.5	1.6	217	80	122.4	3.2	304	88%		Lok Sabha
936	Chandra Prakash Joshi	Elected	Sunday, May 18, 2014	In office	First	Chittorgarh	Rajasthan	Bharatiya Janata Party	Male	Graduate	B.Com.	43	380	4	670	94%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	138.2	3.8	390	88%		Lok Sabha
937	Chandrakant Bhaurao Khaire	Elected	Sunday, May 18, 2014	In office	Fourth	Aurangabad	Maharashtra	Shiv Sena	Male	Graduate	B.Sc. (1st Year), Diploma in Personnel Management; Educated at Marathawada University, Aurangabad, Maharashtra	67	64	16	586	72%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
938	Chandu Lal Sahu	Elected	Sunday, May 18, 2014	In office	Second	Mahasamund	Chhattisgarh	Bharatiya Janata Party	Male	Professional Graduate	B.Com., LL.B.; Educated at Rajiv Lochan College, Rajim and; Durga College, Raipur	59	15	0	203	95%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	27.1	0.1	226	83%		Lok Sabha
939	Charanjeet Singh Rori	Elected	Sunday, May 18, 2014	In office	First	Sirsa	Haryana	Indian National Lok Dal	Male	Matric	Matric	49	9	0	79	86%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	60.6	3.1	262	85%		Lok Sabha
940	Chauhan Devusinh Jesingbhai	Elected	Sunday, May 18, 2014	In office	First	Kheda	Gujarat	Bharatiya Janata Party	Male	Inter/ Higher Secondary	Information not available	54	21	0	326	84%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	41.1	2.6	285	84%		Lok Sabha
941	Chavda Vinod Lakhamashi	Elected	Sunday, May 18, 2014	In office	First	Kachchh	Gujarat	Bharatiya Janata Party	Male	Professional Graduate	L.L.B., B.Ed.	40	7	0	228	83%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	41.1	2.6	285	84%		Lok Sabha
942	Chhedi Paswan	Elected	Sunday, May 18, 2014	In office	Third	Sasaram	Bihar	Bharatiya Janata Party	Male	Post Graduate	M.A.	63	45	0	57	95%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	58.8	3.2	198	87%		Lok Sabha
943	Chhotelal	Elected	Sunday, May 18, 2014	In office	First	Robertsganj	Uttar Pradesh	Bharatiya Janata Party	Male	Under Matric	Information not available	46	21	0	48	88%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
944	Chintaman Navasha Wanga	Elected	Sunday, May 18, 2014	Tuesday, January 30, 2018	Third	Palghar	Maharashtra	Bharatiya Janata Party	Male	Professional Graduate	B.A. (Hons.), LL.B. Educated at Bombay University, Mumbai (Maharashtra)	68	32	0	267	98%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	57.1	1.8	228	80	57	3.5	464	78%		Lok Sabha
945	Chintamani Malviya	Elected	Sunday, May 18, 2014	In office	First	Ujjain	Madhya Pradesh	Bharatiya Janata Party	Male	Doctorate	M.A., M.Phil. Ph.D.	50	32	0	211	77%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	69.4	0.9	285	82%		Lok Sabha
946	Chirag Kumar Paswan	Elected	Sunday, May 18, 2014	In office	First	Jamui	Bihar		Male	Professional Graduate	B. Tech Computer Science	36	17	0	86	88%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	58.8	3.2	198	87%		Lok Sabha
947	Choudhury Mohan Jatua	Elected	Sunday, May 18, 2014	In office	Second	Mathurapur	West Bengal	All India Trinamool Congress	Male	Post Graduate	M.Com.; Educated at Kolkata University	80	1	0	0	75%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	34.4	0.3	94	65%		Lok Sabha
948	Chudasama Rajeshbhai Naranbhai	Elected	Sunday, May 18, 2014	In office	First	Junagadh	Gujarat	Bharatiya Janata Party	Male	Inter/ Higher Secondary	Information not available	36	7	0	546	73%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	41.1	2.6	285	84%		Lok Sabha
949	Conrad Kongkal Sangma	Elected	Thursday, May 19, 2016	Tuesday, September 4, 2018	First	Tura	Meghalaya		Male	Professional Post Graduate	BBA (Entrepreneurial Management), MBA (Finance), Educated at University of Pennsylvania and Imperial College, University of London	41	5	0	16	48%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	28.4	1	132	80	10.2	0	68	72%		Lok Sabha
950	D.K. Suresh	Elected	Sunday, May 18, 2014	In office	Second	Bangalore Rural	Karnataka	Indian National Congress	Male	Inter/ Higher Secondary	Inter/Higher Secondary	52	91	0	648	85%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	48.2	0.4	373	79%		Lok Sabha
951	D.V. Sadananda Gowda	Elected	Sunday, May 18, 2014	In office	Third	Bangalore North	Karnataka	Bharatiya Janata Party	Male	Professional Graduate	B.Sc., L.L.B.; Educated at St. Phelomena College, Puttur, Dakshina Kannada, Karnataka and Vaikunta Baliga Law Collge, Udupi	65	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	N/A	N/A	N/A		N/A	N/A	N/A	N/A		Lok Sabha
952	Daddan Mishra	Elected	Sunday, May 18, 2014	In office	First	Shrawasti	Uttar Pradesh	Bharatiya Janata Party	Male	Post Graduate	M.A., B.Ed.	51	105	1	35	92%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
953	Dalpat Singh Paraste	Elected	Sunday, May 18, 2014	Wednesday, June 1, 2016	Fifth	Shahdol	Madhya Pradesh	Bharatiya Janata Party	Male	Professional Graduate	B.A.. LL.B	68	4	0	224	90%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	35.4	1	137	80	36.6	0.6	126	82%		Lok Sabha
954	Darshana Vikram Jardosh	Elected	Sunday, May 18, 2014	In office	Second	Surat	Gujarat	Bharatiya Janata Party	Female	Graduate	B.Com.; Educated at K.P. College of Commerce, Surat, Certificate Course in Computer from NIIT	58	75	11	373	94%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	41.1	2.6	285	84%		Lok Sabha
955	Dasrath Tirkey	Elected	Sunday, May 18, 2014	In office	First	Alipurduars	West Bengal	All India Trinamool Congress	Male	Graduate	B.Com.	52	5	0	0	67%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	34.4	0.3	94	65%		Lok Sabha
956	Dayakar Pasunoori	Elected	Thursday, November 26, 2015	In office	First	Warangal	Telangana	Telangana Rashtra Samithi	Male	Graduate	Educated at Jawaharlal Nehru Technological University, Hyderabad, Telangana	51	1	1	5	51%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	47.1	1.7	202	80	24.5	2.4	203	68%		Lok Sabha
957	Deepender Singh Hooda	Elected	Sunday, May 18, 2014	In office	Third	Rohtak	Haryana	Indian National Congress	Male	Professional Post Graduate	B.Tech., M.B.A.; Educated at University at Birla Institute, M.D. University, Rohtak (Haryana) and Kelley School of Business, Indiana University, Bloomington, USA	41	53	3	115	81%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	60.6	3.1	262	85%		Lok Sabha
958	Devendra Singh @ Bhole Singh	Elected	Sunday, May 18, 2014	In office	First	Akbarpur	Uttar Pradesh	Bharatiya Janata Party	Male	Matric	High School	64	64	0	118	90%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
959	Devji Patel	Elected	Sunday, May 18, 2014	In office	Second	Jalore	Rajasthan	Bharatiya Janata Party	Male	Matric	Matriculation	42	210	9	566	82%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	138.2	3.8	390	88%		Lok Sabha
960	Dhananjay Bhimrao Mahadik	Elected	Sunday, May 18, 2014	In office	First	Kolhapur	Maharashtra	Nationalist Congress Party	Male	Graduate	B.Com.	47	65	3	1173	72%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
961	Dharam Vira Gandhi	Elected	Sunday, May 18, 2014	In office	First	Patiala	Punjab	Aam Aadmi Party	Male	Doctorate	M.D. (Medicine), Asst. Professor (Cardiology)	67	67	8	15	55%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	48.6	1.2	135	68%		Lok Sabha
962	Dharambir	Elected	Sunday, May 18, 2014	In office	First	Bhiwani-Mahendragarh	Haryana	Bharatiya Janata Party	Male	Graduate	Graduate	64	14	0	219	94%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	60.6	3.1	262	85%		Lok Sabha
963	Dharmendra Kumar	Elected	Sunday, May 18, 2014	In office	First	Aonla	Uttar Pradesh	Bharatiya Janata Party	Male	Matric	High School	50	8	0	1	94%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
964	Dharmendra Yadav	Elected	Sunday, May 18, 2014	In office	Third	Badaun	Uttar Pradesh	Samajwadi Party	Male	Post Graduate	M.A., L.L.B.; Educated at Allahabad University, Allahabad, Uttar Pradesh	40	65	0	1028	82%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
965	Dhruva Narayana Rangaswamy	Elected	Sunday, May 18, 2014	In office	Second	Chamrajanagar	Karnataka	Indian National Congress	Male	Post Graduate	M.Sc. (Agriculture); Educated at University of Agricultural Sciences, Bangalore	57	119	4	651	84%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	48.2	0.4	373	79%		Lok Sabha
530227	Dibyendu Adhikari	Elected	Friday, November 25, 2016	In office	First	Tamluk	West Bengal	All India Trinamool Congress	Male	Graduate	B.A. (Hons.) 1998, Contai Pravat Kumar College, Vidyasagar University	37	0	0	118	50%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	24.8	1.1	130	80	14.1	0.1	44	65%		Lok Sabha
966	Dileepsingh Bhuria	Elected	Sunday, May 18, 2014	Wednesday, June 24, 2015	Sixth	Ratlam	Madhya Pradesh	Bharatiya Janata Party	Male	Matric	High School	74	2	0	92	94%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	18.1	0.5	70	80	13.6	0.5	59	82%		Lok Sabha
967	Dilip Kumar Mansukhlal Gandhi	Elected	Sunday, May 18, 2014	In office	Third	Ahmednagar	Maharashtra	Bharatiya Janata Party	Male	Matric	S.S.C.; Educated at Pune University, Pune (Maharashtra)	67	37	2	314	67%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
968	Dilip Patel	Elected	Sunday, May 18, 2014	In office	First	Anand	Gujarat	Bharatiya Janata Party	Male	Matric	Matric	63	0	0	232	71%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	41.1	2.6	285	84%		Lok Sabha
969	Dimple Yadav	Elected	Sunday, May 18, 2014	In office	Second	Kannauj	Uttar Pradesh	Samajwadi Party	Female	Graduate	Graduation in humanities from Lucknow University	41	2	0	0	31%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
970	Dinesh Kashyap	Elected	Sunday, May 18, 2014	In office	Second	Bastar	Chhattisgarh	Bharatiya Janata Party	Male	Others		56	6	0	7	77%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	27.1	0.1	226	83%		Lok Sabha
971	Dinesh Trivedi	Elected	Sunday, May 18, 2014	In office	Second	Barrackpur	West Bengal	All India Trinamool Congress	Male	Professional Post Graduate	M.B.A.	68	28	0	257	82%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	34.4	0.3	94	65%		Lok Sabha
972	Dr Bhola Singh	Elected	Sunday, May 18, 2014	Friday, October 19, 2018	Second	Begusarai	Bihar	Bharatiya Janata Party	Male	Doctorate	M.A., Ph.D.; Educated at Patna University and Lalit Narayan Mithila University, Darbhanga, Bihar	84	47	0	262	84%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	63.8	2.1	269	80	55.8	3	184	87%		Lok Sabha
973	Dushyant Chautala	Elected	Sunday, May 18, 2014	In office	First	Hisar	Haryana	Indian National Lok Dal	Male	Graduate	Graduate	30	239	21	676	82%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	60.6	3.1	262	85%		Lok Sabha
974	Dushyant Singh	Elected	Sunday, May 18, 2014	In office	Third	Jhalawar-Baran	Rajasthan	Bharatiya Janata Party	Male	Professional Post Graduate	B.A. , M.B.A. (Hotel Administration) and P.G. Diploma in Hotel Operations; Educated at Doon School, Dehradun,; St. Stephen`s College, Delhi, Johnson and Wales University, Providence, RI, USA and IHTTI School of Mangaement, Neuchatel, Switzerland,	45	36	0	254	75%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	138.2	3.8	390	88%		Lok Sabha
975	E. Ahamed	Elected	Sunday, May 18, 2014	Tuesday, January 31, 2017	Seventh	Malappuram	Kerala	Indian Union Muslim League	Male	Professional Graduate	B.A., B.L.; Educated at Government Brennen College, Tellicherry and Government Law College, Thiruvananthapuram (Kerala)	80	14	0	53	64%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	43.8	1.2	176	80	83	2.5	273	77%		Lok Sabha
976	E. T. Mohammed Basheer	Elected	Sunday, May 18, 2014	In office	Second	Ponnani	Kerala	Indian Union Muslim League	Male	Inter/ Higher Secondary		72	92	4	319	82%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	142.5	4.7	424	77%		Lok Sabha
977	Faggan Singh Kulaste	Elected	Sunday, May 18, 2014	In office	Fifth	Mandla	Madhya Pradesh	Bharatiya Janata Party	Male	Post Graduate	M.A., B.Ed. and LL.B. Educated at Mandla College, Dr. Hari Singh Gaur University, Sagar and Rani Durgawati University, Jabalpur (Madhya Pradesh)	59	17	3	110	83%	This MP was a minister from Jul 2016 to Sep 2017. Ministers represent the government, so we do not report their participation. Participation and attendance details are thus not available for the above period. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	47.9	1.7	213	80	44.7	0.7	201	82%		Lok Sabha
530225	Farooq Abdullah	Elected	Saturday, April 15, 2017	In office	Third	Srinagar	Jammu and Kashmir		Male	Graduate	M.B.B.S.; Educated at S.M.S. Medical College, Jaipur, Rajasthan	81	3	0	13	68%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	15.8	0.8	92	80	7.1	0.2	36	55%		Lok Sabha
978	Fatepara Devajibhai Govindbhai	Elected	Sunday, May 18, 2014	In office	First	Surendranagar	Gujarat	Bharatiya Janata Party	Male	Under Matric	Information not available	60	5	0	221	85%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	41.1	2.6	285	84%		Lok Sabha
979	Feroze Varun Gandhi	Elected	Sunday, May 18, 2014	In office	Second	Sultanpur	Uttar Pradesh	Bharatiya Janata Party	Male	Graduate	B.Sc. (Economics); educated at London School of Economics (LSE), London University, UK.	38	16	9	427	75%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
