ID	MP Name	Nature of membership	Start of Term	End of Term	Number of terms	Constituency	State	Political party	Gender	Educational qualifications	Educational qualifications - details	Age	Debates	Private Member Bills	Questions	Attendance	Notes	National Debates average	National Private Member Bills average	National Questions average	National Attendance average	State's Debates average	State's Private Member Bills average	State Questions	State's Attendance average		House
1463	Bijoy Krishna Handique	Elected	Monday, May 18, 2009	In office		Jorhat	Assam	Indian National Congress	Male	Post Graduate	M.A.; Educated at Calcutta University, Calcutta (West Bengal)	79	0	0	1	92%	This MP was a Minister. He tendered his resignation on 12th Jul, 2011. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 13th Jul, 2011. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	22	0.4	182	76%	13.5	0.4	52	80%		Lok Sabha
1464	Bijoya Chakravarty	Elected	Monday, May 18, 2009	In office		Gauhati	Assam	Bharatiya Janata Party	Female	Post Graduate	M.A. (English); Educated at Guwahati University, Guwahati, Assam and Banaras Hindu University, Varanasi (Uttar Pradesh)	74	37	4	53	84%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	22.1	0.5	83	80%		Lok Sabha
1465	Biren Singh Engti	Elected	Monday, May 18, 2009	In office		Autonomous District	Assam	Indian National Congress	Male	Post Graduate	M.A., LL.B.; Educated at Guwahati University, Assam	68	2	0	0	96%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	22.1	0.5	83	80%		Lok Sabha
1466	Bishnu Pada Ray	Elected	Monday, May 18, 2009	In office		Andaman and Nicobar Islands	Andaman & Nicobar	Bharatiya Janata Party	Male	Graduate	B.Com. (Hons.); Educated at Andamohan College, Calcutta, West Bengal	63	82	1	221	76%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	82	1	221	76%		Lok Sabha
1467	Brij Bhushan Sharan Singh	Elected	Monday, May 18, 2009	In office		Kaiserganj	Uttar Pradesh	Samajwadi Party	Male	Post Graduate	M.A., LL.B.; Educated at Saket Mahavidyalay, Avadh University, Faizabad (Uttar Pradesh)	57	20	0	183	85%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1468	C. L. Ruala	Elected	Monday, May 18, 2009	In office		Mizoram	Mizoram	Indian National Congress	Male	Post Graduate	B.A., B.T.; Educated at St. Edmund`s college Shillong, Gauhati University	78	2	0	12	96%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	2	0	12	96%		Lok Sabha
1469	C. M. Chang	Elected	Monday, May 18, 2009	In office		Nagaland	Nagaland	Nagaland People's Front	Male	Graduate	B.A; Educated at High School, Mokochung, Nagaland and St. Edmund`s College Shillong, Guwahati University	70	1	0	33	78%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	36.5	0.8	281	76%	1.1	0	35	78%		Lok Sabha
1470	C. P. Joshi	Elected	Monday, May 18, 2009	In office		Bhilwara	Rajasthan	Indian National Congress	Male	Doctorate	M.Sc. (Physics.), M.A. (Psychology), L.LB. Ph.D.; Educated at M.B. College, Udaipur, Rajasthan	63	0	0	0	95%	This MP was a Minister. He tendered his resignation on 16th Jun, 2013. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 5th Aug, 2013. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	4.3	0	35	76%	5.1	0	36	88%		Lok Sabha
1471	C. R. Patil	Elected	Monday, May 18, 2009	In office		Navsari	Gujarat	Bharatiya Janata Party	Male	Certificate Course	I.T.I; Educated at Industrial Training Institute, Surat	58	22	2	468	78%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	41	1.4	382	76%		Lok Sabha
1472	C. Rajendran	Elected	Monday, May 18, 2009	In office		Chennai South	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Male	Graduate	B.A., B.L.; Educated at Madras Law College	53	48	0	411	75%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	47.2	0.4	398	69%		Lok Sabha
1473	C. Sivasami	Elected	Monday, May 18, 2009	In office		Tiruppur	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Male	Post Graduate	M.A.; Madurai Kamraj University (Tamil Nadu)	56	58	0	700	75%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	47.2	0.4	398	69%		Lok Sabha
1474	Chandra Sekhar Kalva Kuntla Rao	Elected	Monday, May 18, 2009	In office		Mahabubnagar	Andhra Pradesh	Telangana Rashtra Samithi	Male	Post Graduate	M.A. (Litt); Educated at Osmania University, Hyderabad, Andhra Pradesh	60	2	0	0	13%	Complete attendance for this MP is not available (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	20.3	0.4	339	68%		Lok Sabha
1475	Chandrakant Bhaurao Khaire	Elected	Monday, May 18, 2009	In office		Aurangabad	Maharashtra	Shiv Sena	Male	Graduate	B.Sc. (1st Year), Diploma in Personnel Management; Educated at Marathawada University, Aurangabad, Maharashtra	62	48	5	725	73%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	28.8	1.7	500	74%		Lok Sabha
1476	Chandresh Kumari Katoch	Elected	Monday, May 18, 2009	In office		Jodhpur	Rajasthan	Indian National Congress	Female	Under Graduate	Educated at Nazrath Convent School, St. Mary`s School, Puna, St. Hildas School, Ooty Educated at St. Hildas-Ooty	70	5	0	42	78%	This MP was appointed a minister in Oct, 2012. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 7th Sep, 2012. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	28.8	0.6	215	76%	39.2	0.8	214	88%		Lok Sabha
1477	Chandu Lal Sahu	Elected	Monday, May 18, 2009	In office		Mahasamund	Chhattisgarh	Bharatiya Janata Party	Male	Graduate	B.Com., LL.B.; Educated at Rajiv Lochan College, Rajim and; Durga College, Raipur	54	16	0	68	78%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	13.6	0.5	183	60%		Lok Sabha
1478	Charan Das Mahant	Elected	Monday, May 18, 2009	In office		Korba	Chhattisgarh	Indian National Congress	Male	Doctorate	M.Sc., M.A., LL.B., Ph.D.; Educated at Motilal Vigyan Mahavidhyalay, Bhopal University and Barkatulla University, Bhopal (Madhya Pradesh)	59	15	0	132	93%	This MP was appointed a minister in Jul, 2011. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 25th Mar, 2011. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	15.9	0.4	119	76%	6.1	0.3	57	60%		Lok Sabha
1479	Charles Dias	Nominated	Friday, September 18, 2009	In office				Indian National Congress	Male	Doctorate	M.A., Ph.D, Diploma in Office Management, Diploma in Personnel Management and Diploma in Labour Law; Educated at University of Calicut and Annamalai University	63	72	0	160	98%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	34.3	0.7	285	76%	43	0	160	90%		Lok Sabha
1480	Chaudhary Lal Singh	Elected	Monday, May 18, 2009	In office		Udhampur	Jammu and Kashmir	Indian National Congress	Male	Graduate	B.A.; Educated at Government Degree College, Kathua,; Jammu and Kashmir	55	84	0	261	84%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	44.4	0	96	88%		Lok Sabha
1481	Chinta Mohan	Elected	Monday, May 18, 2009	In office		Tirupati	Andhra Pradesh	Indian National Congress	Male	Graduate	M.B.B.S; Educated at Srivenkateswara Medical College, Tirupati (Andhra Pradesh)	59	5	0	18	80%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	20.3	0.4	339	68%		Lok Sabha
1482	Choudhury Mohan Jatua	Elected	Monday, May 18, 2009	In office		Mathurapur	West Bengal	All India Trinamool Congress	Male	Post Graduate	M.Com.; Educated at Kolkata University	75	0	0	0	34%	This MP was a Minister. He tendered his resignation on 21st Sep, 2012. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 22nd Sep, 2012. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	9.1	0.2	85	76%	9.5	0.1	43	72%		Lok Sabha
1483	D. Napoleon	Elected	Monday, May 18, 2009	In office		Perambalur	Tamil Nadu	Dravida Munnetra Kazhagam	Male	Graduate	B.A. (History); Educated at St. Joseph's College, Trichy	50	0	0	0	4%	This MP was a Minister. He tendered his resignation on 20th Mar, 2013. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 21st Mar, 2013. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	4.7	0	47	76%	6.7	0	85	69%		Lok Sabha
1484	D.B. Chandre Gowda	Elected	Monday, May 18, 2009	In office		Bangalore North	Karnataka	Bharatiya Janata Party	Male	Post Graduate	B.Sc, LL.B., Educated at Mudigere High School, Intermediate College Chikmagalur, Renukacharya College, Bangalore and R. L. Law College, Belgaum	77	7	0	750	59%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	21.2	0.2	350	68%		Lok Sabha
1485	D.K. Suresh	Elected	Monday, August 26, 2013	In office		Bangalore Rural	Karnataka	Indian National Congress	Male	Inter/ Higher Secondary	Information not available	47	0	0	12	100%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	3.5	0	23	76%	2.7	0	31	68%		Lok Sabha
1486	D.V. Sadananda Gowda	Elected	Monday, May 18, 2009	In office		Udupi Chikmagalur	Karnataka	Bharatiya Janata Party	Male	Graduate	B.Sc., L.L.B.; Educated at St. Phelomena College, Puttur, Dakshina Kannada, Karnataka and Vaikunta Baliga Law Collge, Udupi	60	17	0	72	42%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	21.3	0.4	163	76%	10	0.2	182	68%		Lok Sabha
1487	Daggubati Purandeswari	Elected	Monday, May 18, 2009	In office		Visakhapatnam	Andhra Pradesh	Indian National Congress	Female	Graduate	B.A. (Literature) and Graduate in Gemology; Educated at South Indian Educational Trust and; Women College (Chennai) and Gemological Institute of India	54	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Lok Sabha
1488	Danapal Venugopal	Elected	Monday, May 18, 2009	In office		Tiruvannamalai	Tamil Nadu	Dravida Munnetra Kazhagam	Male	Inter/ Higher Secondary	Educated at Danish Mission High School, Tiruvannamalai, Tamil Nadu	82	27	0	5	66%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	47.2	0.4	398	69%		Lok Sabha
1489	Dara Singh Chauhan	Elected	Monday, May 18, 2009	In office		Ghosi	Uttar Pradesh	Bahujan Samaj Party	Male	Graduate		50	130	0	92	92%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1490	Darshana Vikram Jardosh	Elected	Monday, May 18, 2009	In office		Surat	Gujarat	Bharatiya Janata Party	Female	Graduate	B.Com.; Educated at K.P. College of Commerce, Surat, Certificate Course in Computer from NIIT	53	71	0	337	87%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	41	1.4	382	76%		Lok Sabha
1491	Datta Raghobaji Meghe	Elected	Monday, May 18, 2009	In office		Wardha	Maharashtra	Indian National Congress	Male	Graduate	B.A.; Educated at Nagpur University, Nagpur (Maharashtra)	77	59	0	308	88%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	28.8	1.7	500	74%		Lok Sabha
1492	Davidson J. Helen	Elected	Monday, May 18, 2009	In office		Kanniyakumari	Tamil Nadu	Dravida Munnetra Kazhagam	Female	Post Graduate	M.Sc. (Math), B.Ed; Manomanian Sundaranar University and Annamalai University	42	47	0	193	82%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	47.2	0.4	398	69%		Lok Sabha
1493	Dayanidhi Maran	Elected	Monday, May 18, 2009	In office		Chennai Central	Tamil Nadu	Dravida Munnetra Kazhagam	Male	Graduate	B.A. (Economics); Educated at Loyola College, Chennai (Tamil Nadu)	47	1	0	0	62%	This MP was a Minister. He tendered his resignation on 12th Jul, 2011. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 13th Jul, 2011. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	22	0.4	182	76%	30.3	0.3	263	69%		Lok Sabha
1494	Deepa Dashmunsi	Elected	Monday, May 18, 2009	In office		Raiganj	West Bengal	Indian National Congress	Female	Post Graduate	M.A. (Dramatics); Educated at Rabindra Bharati University, West Bengal	52	9	0	328	79%	This MP was appointed a minister in Oct, 2012. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 7th Sep, 2012. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	28.8	0.6	215	76%	34	0.7	132	72%		Lok Sabha
1495	Deepender Singh Hooda	Elected	Monday, May 18, 2009	In office		Rohtak	Haryana	Indian National Congress	Male	Post Graduate	B.Tech., M.B.A.; Educated at University at Birla Institute, M.D. University, Rohtak (Haryana) and Kelley School of Business, Indiana University, Bloomington, USA	36	16	1	83	81%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	13.1	0.1	231	69%		Lok Sabha
1496	Deoraj Singh Patel	Elected	Monday, May 18, 2009	In office		Rewa	Madhya Pradesh	Bahujan Samaj Party	Male	Post Graduate	M.A., LL.B.; Educated at Avadesh Pratap Singh University, Rewa, Madhya Pradesh	45	11	0	112	89%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	46.6	0.4	233	82%		Lok Sabha
1497	Devendra Nagpal	Elected	Monday, May 18, 2009	In office		Amroha	Uttar Pradesh	Rashtriya Lok Dal	Male	Graduate	Educated at KGK College, Moradabad, Uttar Pradesh	43	9	0	43	53%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1498	Devidhan Besra	Elected	Monday, May 18, 2009	In office		Rajmahal	Jharkhand	Bharatiya Janata Party	Male	Matric	Educated at Paligram Vidya Mandir, Birbhum	74	2	0	0	69%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	38.8	0.8	251	66%		Lok Sabha
1499	Devji Patel	Elected	Monday, May 18, 2009	In office		Jalore	Rajasthan	Bharatiya Janata Party	Male	Matric		37	109	0	420	78%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	51.5	1	304	88%		Lok Sabha
1500	Dhananjay Singh	Elected	Monday, May 18, 2009	In office		Jaunpur	Uttar Pradesh	Bahujan Samaj Party	Male	Post Graduate	M.A.(Political Science)	38	52	0	241	65%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1501	Dharmendra Yadav	Elected	Monday, May 18, 2009	In office		Badaun	Uttar Pradesh	Samajwadi Party	Male	Post Graduate	M.A., L.L.B.; Educated at Allahabad University, Allahabad, Uttar Pradesh	35	19	0	973	72%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1502	Dhruva Narayana Rangaswamy	Elected	Monday, May 18, 2009	In office		Chamrajanagar	Karnataka	Indian National Congress	Male	Post Graduate	M.Sc. (Agriculture); Educated at University of Agricultural Sciences, Bangalore	52	71	0	666	76%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	21.2	0.2	350	68%		Lok Sabha
1503	Digvijay Singh	Elected	Monday, May 18, 2009	In office		Banka	Bihar	Independent	Male	Post Graduate	M.A., M. Phil.; Educated at Patna University, Patna and Jawaharlal Nehru University, New Delhi and Tokyo University (Japan)	58	2	0	0	77%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	8.7	0.2	62	76%	11	0.2	64	87%		Lok Sabha
1504	Dilip Kumar Mansukhlal Gandhi	Elected	Monday, May 18, 2009	In office		Ahmednagar	Maharashtra	Bharatiya Janata Party	Male	Matric	S.S.C.; Educated at Pune University, Pune (Maharashtra)	62	48	0	278	68%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	28.8	1.7	500	74%		Lok Sabha
1505	Dilip Singh Ju Dev	Elected	Monday, May 18, 2009	In office		Bilaspur	Chhattisgarh	Bharatiya Janata Party	Male	Post Graduate	B.A., LL.B. (Pt. II); Educated at Mayo College, Ajmer, Raj Kumar College, Raipur, ST. Xavier College, Ranchi, Chhotanagpur Law College, Ranchi	71	2	0	264	49%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	34	0.8	273	76%	12	0.5	167	60%		Lok Sabha
1506	Dimple Yadav	Elected	Saturday, June 9, 2012	In office		Kannauj	Uttar Pradesh	Samajwadi Party	Female	Graduate	Graduation in humanities from Lucknow University	36	0	0	0	22%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	10.2	0.2	105	76%	11.4	0	92	79%		Lok Sabha
1507	Dinesh Chandra Yadav	Elected	Monday, May 18, 2009	In office		Khagaria	Bihar	Janata Dal (United)	Male	Diploma Course	D.C.E. (Civil), I.A.; Educated at Government Polytechnic, Saharsa and C.M. Science College, Madhipura, Bihar	63	50	0	438	89%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	45.1	0.7	331	87%		Lok Sabha
1508	Dinesh Kashyap	Elected	Friday, May 13, 2011	In office		Bastar	Chhattisgarh	Bharatiya Janata Party	Male	Others		51	1	0	13	50%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	22	0.4	182	76%	7.5	0.2	126	60%		Lok Sabha
1509	Dinesh Trivedi	Elected	Monday, May 18, 2009	In office		Barrackpur	West Bengal	All India Trinamool Congress	Male	Post Graduate	M.B.A.	63	3	0	0	78%	This MP was a Minister. He tendered his resignation on 18th Mar, 2011. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 19th Mar, 2012. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	16.1	0.3	134	76%	16.4	0.1	71	72%		Lok Sabha
1510	Dinsha J. Patel	Elected	Monday, May 18, 2009	In office		Kheda	Gujarat	Indian National Congress	Male	Matric		76	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Lok Sabha
1511	Dip Gogoi	Elected	Monday, May 18, 2009	In office		Kaliabor	Assam	Indian National Congress	Male	Graduate	B.Sc.	62	0	0	0	79%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	22.1	0.5	83	80%		Lok Sabha
1512	Dudhgaonkar Ganeshrao Nagorao	Elected	Monday, May 18, 2009	In office		Parbhani	Maharashtra	Shiv Sena	Male	Graduate	B.A., LL.B.	68	45	0	418	92%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	28.8	1.7	500	74%		Lok Sabha
1513	Dushyant Singh	Elected	Monday, May 18, 2009	In office		Jhalawar-Baran	Rajasthan	Bharatiya Janata Party	Male	Post Graduate	B.A. , M.B.A. (Hotel Administration) and P.G. Diploma in Hotel Operations; Educated at Doon School, Dehradun,; St. Stephen`s College, Delhi, Johnson and Wales University, Providence, RI, USA and IHTTI School of Mangaement, Neuchatel, Switzerland,	40	31	0	351	75%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	51.5	1	304	88%		Lok Sabha
1514	E. Ahamed	Elected	Monday, May 18, 2009	In office		Malappuram	Kerala	Muslim League Kerala State Committee	Male	Graduate	B.A., B.L.; Educated at Government Brennen College, Tellicherry and Government Law College, Thiruvananthapuram (Kerala)	75	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Lok Sabha
1515	E. T. Mohammed Basheer	Elected	Monday, May 18, 2009	In office		Ponnani	Kerala	Muslim League Kerala State Committee	Male	Inter/ Higher Secondary		67	53	0	158	76%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	69.4	1.5	416	79%		Lok Sabha
1516	E.G. Sugavanam	Elected	Monday, May 18, 2009	In office		Krisnagiri	Tamil Nadu	Dravida Munnetra Kazhagam	Male	Diploma Course	Diploma in Pharmacy; Educated at K.L.E. Society, Nijalingappa College, Bangalore	56	25	0	907	59%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	47.2	0.4	398	69%		Lok Sabha
